;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments;group;level;days;period;day_of_period;interval;scope;pupils_m;pupils_d;attention_m;attention_d;interactions_m;interactions_d;vector_interact;vector_intention;vector_attention
93;65;П1.1;01.03.2022;1;662;661;660;;;;6.0;;;;6.0;;;;4.0;;;;Удовлетворена не полностью, нужно активизировать индивидуальную работу. Это возможно засчёт заданий, соизмеримых с уровнем обученности ученика.;Распределение внимания учителя;1;46;1;46;;0.6666666666666666;;;;;;;;;
94;72;П1.1;01.03.2022;1;660;663;666;;;;11.0;;;;32.0;;;;11.0;;;;удовлетворена;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
95;76;П1.1;01.03.2022;1;668;667;666;;;;11.0;;;;25.0;;;;9.0;;;;удовлетворена частично;Распределение внимания учителя;1;46;1;46;;0.8181818181818182;;;;;;;;;
96;269;П1.1;01.03.2022;78;557;556;553;;;;6.0;;;;37.0;;;;6.0;;;;Уроком полностью удовлетворена. Ничего изменять не нужно. ;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
97;832;П1.1;01.03.2022;86;592;593;591;;;;7.0;;;;47.0;;;;7.0;;;;На уроке внимание учителя распределено всем учащимся равномерно. В ходе урока применялись различные виды деятельности.;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
98;833;П1.1;01.03.2022;86;593;592;591;;;;7.0;;;;56.0;;;;7.0;;;;Внимание учителя распределено всем равномерно.Принимались различные виды деятельности.;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
99;618;П1.1;01.03.2022;71;472;474;471;;;;9.0;;;;36.0;;;;9.0;;;;Да, работой на уроке удовлетворена. Менять ничего не нужно, каждому ученику уделено внимание на уроке. Цель: проверить распределение внимания между сильными и слабыми учениками.;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
100;981;П1.1;01.03.2022;88;577;576;575;;;;3.0;;;;12.0;;;;3.0;;;;Класс малочисленный, поэтому учитель без особого труда охватил своим вниманием всех учащихся. Вопросы задавались равномерно всем учащимся.;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
101;983;П1.1;01.03.2022;88;576;577;575;;;;3.0;;;;18.0;;;;3.0;;;;После посещения урока мои впечатления остались удовлетворительны. ДаннаЯ методика меня заинтересовала. Достижимую цель определить пока не могу.;Распределение внимания учителя;1;46;1;46;;1.0;;;;;;;;;
102;317;П1.1;02.03.2022;112;788;787;780;;;;23.0;;;;56.0;;;;18.0;;;;удовлетворена;Распределение внимания учителя;1;47;1;47;;0.782608695652174;;;;;;;;;
103;558;П1.1;02.03.2022;107;697;695;696;;;;6.0;;;;81.0;;;;6.0;;;;"Да, не считаю нужным что-то изменять. Для себя  ставлю цель больше работать с ""середнячками"", Есть понимание как это достичь";Распределение внимания учителя;1;47;1;47;;1.0;;;;;;;;;
104;47;П1.1;02.03.2022;120;886;887;885;;;;26.0;;;;28.0;;;;20.0;;;;Уроком удовлетворена. Неудобно было работать спротоколом, т.к. он разработан для уроков в классе, а для уроков физической культуры в спорт.зале с ним работать неудобно. Урок проводился на 1 классе, в котором я уроки не веду, для удобства, заранее подписала фамилии детей и договорились с цучительм , что он будет обращаться к ним по фамилии и имени. ;Распределение внимания учителя;1;47;1;47;;0.7692307692307693;;;;;;;;;
